Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
0.6514,Fri Mar 16 16:28:40 +0000 2018,0.0,0.822,0.178,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,28,@CBS
0.7088,Thu Mar 15 17:54:06 +0000 2018,0.0,0.763,0.237,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…",29,@CBS
-0.4939,Thu Mar 15 17:20:26 +0000 2018,0.157,0.766,0.077,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,30,@CBS
0.6514,Thu Mar 15 16:42:41 +0000 2018,0.0,0.806,0.194,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,31,@CBS
0.6115,Thu Mar 15 14:32:16 +0000 2018,0.0,0.734,0.266,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,32,@CBS
0.6696,Wed Mar 14 19:30:01 +0000 2018,0.0,0.781,0.219,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",33,@CBS
0.3612,Tue Mar 13 18:48:52 +0000 2018,0.0,0.857,0.143,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",34,@CBS
0.539,Tue Mar 13 14:15:10 +0000 2018,0.0,0.821,0.179,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",35,@CBS
0.2244,Mon Mar 12 18:13:28 +0000 2018,0.0,0.917,0.083,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,36,@CBS
0.0,Mon Mar 12 01:20:43 +0000 2018,0.0,1.0,0.0,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",37,@CBS
0.4926,Fri Mar 09 22:48:26 +0000 2018,0.0,0.883,0.117,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,38,@CBS
0.1275,Fri Mar 09 22:24:20 +0000 2018,0.092,0.795,0.113,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",39,@CBS
0.4215,Fri Mar 09 21:10:21 +0000 2018,0.0,0.823,0.177,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",40,@CBS
0.8658,Fri Mar 09 18:27:28 +0000 2018,0.0,0.553,0.447,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",41,@CBS
0.0,Fri Mar 09 16:02:27 +0000 2018,0.0,1.0,0.0,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,42,@CBS
0.8625,Thu Mar 08 18:00:49 +0000 2018,0.0,0.664,0.336,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,43,@CBS
0.4926,Thu Mar 08 17:03:04 +0000 2018,0.0,0.868,0.132,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,44,@CBS
-0.2023,Wed Mar 07 18:39:10 +0000 2018,0.23,0.619,0.15,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…",45,@CBS
0.0,Wed Mar 07 17:06:02 +0000 2018,0.0,1.0,0.0,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",46,@CBS
0.6705,Tue Mar 06 18:10:59 +0000 2018,0.0,0.756,0.244,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",47,@CBS
0.3818,Mon Mar 05 22:16:43 +0000 2018,0.0,0.833,0.167,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",48,@CBS
0.4404,Sun Mar 04 08:05:26 +0000 2018,0.0,0.884,0.116,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",49,@CBS
0.0,Sat Mar 03 20:55:20 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",50,@CBS
0.7096,Fri Mar 02 22:30:01 +0000 2018,0.0,0.753,0.247,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",51,@CBS
0.7096,Fri Mar 02 20:30:01 +0000 2018,0.0,0.718,0.282,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",52,@CBS
0.4939,Fri Mar 02 18:45:00 +0000 2018,0.0,0.849,0.151,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",53,@CBS
-0.6981,Thu Mar 01 18:59:01 +0000 2018,0.21,0.79,0.0,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,54,@CBS
0.4547,Thu Mar 01 18:12:57 +0000 2018,0.092,0.749,0.159,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",55,@CBS
0.8591,Thu Mar 01 18:11:50 +0000 2018,0.0,0.462,0.538,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,56,@CBS
0.4885,Thu Mar 01 18:10:50 +0000 2018,0.151,0.615,0.234,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,57,@CBS
0.5994,Thu Mar 01 14:36:21 +0000 2018,0.0,0.822,0.178,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",58,@CBS
0.7717,Thu Mar 01 14:29:20 +0000 2018,0.0,0.675,0.325,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",59,@CBS
0.6908,Thu Mar 01 14:15:29 +0000 2018,0.0,0.725,0.275,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",60,@CBS
0.0,Thu Mar 01 13:50:11 +0000 2018,0.0,1.0,0.0,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",61,@CBS
0.0,Thu Mar 01 01:04:52 +0000 2018,0.0,1.0,0.0,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,62,@CBS
0.0,Wed Feb 28 19:56:58 +0000 2018,0.0,1.0,0.0,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",63,@CBS
0.4404,Wed Feb 28 19:08:30 +0000 2018,0.0,0.884,0.116,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",64,@CBS
0.5562,Tue Feb 27 03:23:47 +0000 2018,0.0,0.848,0.152,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,65,@CBS
0.0,Mon Feb 26 22:50:32 +0000 2018,0.0,1.0,0.0,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",66,@CBS
0.0,Mon Feb 26 21:08:30 +0000 2018,0.0,1.0,0.0,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",67,@CBS
0.4482,Mon Feb 26 19:53:41 +0000 2018,0.0,0.895,0.105,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",68,@CBS
0.784,Mon Feb 26 18:32:36 +0000 2018,0.0,0.734,0.266,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,69,@CBS
0.9359,Mon Feb 26 18:20:16 +0000 2018,0.0,0.571,0.429,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,70,@CBS
-0.5423,Mon Feb 26 16:53:56 +0000 2018,0.184,0.816,0.0,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",71,@CBS
0.0,Mon Feb 26 16:52:01 +0000 2018,0.0,1.0,0.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",72,@CBS
0.0,Mon Feb 26 16:17:55 +0000 2018,0.0,1.0,0.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",73,@CBS
0.7644,Mon Feb 26 01:12:32 +0000 2018,0.0,0.769,0.231,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",74,@CBS
0.0,Sun Feb 25 21:51:32 +0000 2018,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,75,@CBS
0.0,Sun Feb 25 21:51:22 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",76,@CBS
0.5093,Fri Feb 23 18:15:40 +0000 2018,0.0,0.845,0.155,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,77,@CBS
0.0,Thu Feb 22 19:26:52 +0000 2018,0.0,1.0,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",78,@CBS
0.0,Wed Feb 21 19:20:04 +0000 2018,0.0,1.0,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,79,@CBS
0.6808,Wed Feb 21 18:19:25 +0000 2018,0.0,0.752,0.248,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",80,@CBS
0.4404,Tue Feb 20 19:55:19 +0000 2018,0.0,0.884,0.116,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",81,@CBS
-0.4019,Tue Feb 20 17:58:18 +0000 2018,0.119,0.881,0.0,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",82,@CBS
0.3612,Tue Feb 20 17:39:51 +0000 2018,0.0,0.872,0.128,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,83,@CBS
0.6124,Sat Feb 17 01:07:20 +0000 2018,0.0,0.773,0.227,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",84,@CBS
0.3182,Fri Feb 16 18:42:43 +0000 2018,0.0,0.892,0.108,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",85,@CBS
0.68,Fri Feb 16 17:48:20 +0000 2018,0.0,0.752,0.248,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",86,@CBS
0.8619,Wed Feb 14 19:23:27 +0000 2018,0.0,0.534,0.466,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,87,@CBS
0.0,Tue Feb 13 20:03:56 +0000 2018,0.0,1.0,0.0,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",88,@CBS
0.7506,Tue Feb 13 18:54:52 +0000 2018,0.0,0.748,0.252,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",89,@CBS
0.0,Mon Feb 12 18:49:45 +0000 2018,0.0,1.0,0.0,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,90,@CBS
0.0,Mon Feb 12 01:32:33 +0000 2018,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,91,@CBS
0.8478,Fri Feb 09 00:50:01 +0000 2018,0.0,0.696,0.304,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,92,@CBS
-0.5859,Thu Feb 08 16:09:35 +0000 2018,0.186,0.814,0.0,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,93,@CBS
0.0516,Wed Feb 07 18:35:19 +0000 2018,0.0,0.934,0.066,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",94,@CBS
0.5574,Wed Feb 07 16:17:48 +0000 2018,0.152,0.536,0.312,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",95,@CBS
0.0,Tue Feb 06 22:21:39 +0000 2018,0.0,1.0,0.0,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",96,@CBS
0.0772,Tue Feb 06 17:05:49 +0000 2018,0.106,0.773,0.121,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",97,@CBS
0.0,Sun Feb 04 15:35:36 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",98,@CBS
0.1531,Sun Feb 04 12:00:01 +0000 2018,0.0,0.882,0.118,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",99,@CBS
0.25,Sun Mar 25 04:30:20 +0000 2018,0.0,0.905,0.095,"""I have a dream that enough is enough. And that this should be a gun-free world. Period."" - Martin Luther King Jr.'… https://t.co/QNGeEGkvMM",0,@CNN
0.0,Sun Mar 25 04:00:37 +0000 2018,0.0,1.0,0.0,"Samantha Fuentes, who was wounded in the mass shooting at Marjory Stoneman Douglas High School, asks the crowd to j… https://t.co/dRFdWpk0QZ",1,@CNN
-0.7579,Sun Mar 25 03:00:17 +0000 2018,0.394,0.606,0.0,These grandmothers in Texas have had enough of gun violence https://t.co/GrjeoktRf5 https://t.co/fZtTBJKT6V,2,@CNN
0.3566,Sun Mar 25 02:30:14 +0000 2018,0.0,0.84,0.16,"George Clooney, Paul McCartney and more celebrities join March for Our Lives https://t.co/WabPC0OUEk https://t.co/EemR2GmHLv",3,@CNN
-0.7579,Sun Mar 25 02:16:16 +0000 2018,0.394,0.606,0.0,"Gun violence can happen to anybody, says singer Jennifer Hudson https://t.co/OADln4miDu https://t.co/sD7QJN9rUR",4,@CNN
0.0,Sun Mar 25 02:00:06 +0000 2018,0.0,1.0,0.0,"While others marched for their lives, these people marched for their guns https://t.co/GiGWjFDzG3 https://t.co/3TXIISsdi8",5,@CNN
0.4754,Sun Mar 25 01:45:07 +0000 2018,0.0,0.808,0.192,Some of the most powerful signs from the March for Our Lives https://t.co/DhbwVpMOlZ https://t.co/meFpCoHKht,6,@CNN
0.0,Sun Mar 25 01:30:17 +0000 2018,0.0,1.0,0.0,World Trade Center glows orange for the March for Our Lives rallies https://t.co/xO7kt2NboP https://t.co/MFbYZhnw73,7,@CNN
0.0,Sun Mar 25 01:15:03 +0000 2018,0.0,1.0,0.0,"""Keep at it. You're leading us forward. Nothing can stand in the way of millions of voices calling for change."" For… https://t.co/Amnd5zbDYL",8,@CNN
0.0,Sun Mar 25 01:01:36 +0000 2018,0.0,1.0,0.0,"11-year-old Naomi Wadler says she speaks at Washington DC rally to ""represent the African-American girls whose stor… https://t.co/WUwqmanlpW",9,@CNN
-0.3862,Sun Mar 25 00:45:34 +0000 2018,0.302,0.44,0.258,"""One of my best friends was killed in gun violence right around here, so it's important to me,"" says Paul McCartney… https://t.co/CZfsYBXMNL",10,@CNN
-0.3412,Sun Mar 25 00:30:37 +0000 2018,0.099,0.901,0.0,"""We cannot make America safe until we arm our teachers. ... with pencils, paper and the money they need. ... to sup… https://t.co/WLEW14rwG3",11,@CNN
0.0,Sun Mar 25 00:23:59 +0000 2018,0.0,1.0,0.0,(📷: Atilgan Ozdil/Anadolu Agency/Getty Images),12,@CNN
-0.3862,Sun Mar 25 00:15:06 +0000 2018,0.302,0.44,0.258,"""One of my best friends was killed in gun violence right around here, so it's important to me."" Former Beatle Paul… https://t.co/E03daVJ6L2",13,@CNN
-0.5267,Sun Mar 25 00:13:59 +0000 2018,0.299,0.556,0.146,"Gun violence victim Jennifer Hudson on the Parkland student campaigners: ""I love so much that they're using their e… https://t.co/xDLiKm1KaY",14,@CNN
-0.5267,Sat Mar 24 23:49:43 +0000 2018,0.299,0.556,0.146,"Gun violence victim Jennifer Hudson on the Parkland student campaigners: ""I love so much that they're using their e… https://t.co/hKkoALRNAL",15,@CNN
-0.2883,Sat Mar 24 23:47:41 +0000 2018,0.118,0.813,0.068,"""It's not easy to keep seeing. What is it gonna be next week? Next month?"" an emotional Jennifer Hudson asks… https://t.co/YhNWMRaGfG",16,@CNN
-0.7351,Sat Mar 24 23:45:26 +0000 2018,0.212,0.788,0.0,"""For people who are watching ... know that it can be anybody ... to me, the saddest thing is, no one ever reacts un… https://t.co/mHXLxhqo6l",17,@CNN
0.0258,Sat Mar 24 23:45:00 +0000 2018,0.1,0.795,0.105,"At the March for Our Lives rally in Washington, Parkland survivor Emma Gonzalez weeps quietly for the majority of h… https://t.co/vuywFdHAFE",18,@CNN
-0.5106,Sat Mar 24 23:37:50 +0000 2018,0.125,0.875,0.0,“I kind of felt the pain that they (Parkland survivors) feel because at the end of the day it's not about who gets… https://t.co/L2m8gSb9yS,19,@CNN
0.3612,Sat Mar 24 23:14:50 +0000 2018,0.0,0.878,0.122,"Reflecting on today’s March for Our Lives, Parkland survivor Samantha Fuentes tells Van Jones she was “terrified” b… https://t.co/e52P9eyCs9",20,@CNN
-0.34,Sat Mar 24 23:00:16 +0000 2018,0.146,0.854,0.0,GOP donor launches gun reform group to coincide with March for Our Lives https://t.co/xI1wPhNmGn https://t.co/N6AXZPFU8r,21,@CNN
0.34,Sat Mar 24 22:45:09 +0000 2018,0.0,0.793,0.207,Why I march: People reveal what compelled them to join March for Our Lives https://t.co/KU2nQLcKIM https://t.co/L9UxYiqix2,22,@CNN
0.25,Sat Mar 24 22:30:38 +0000 2018,0.0,0.9,0.1,"Martin Luther King Jr.'s granddaughter addresses March for Our Lives in Washington: ""I have a dream that enough is… https://t.co/jyXfB8onIg",23,@CNN
0.0,Sat Mar 24 22:16:42 +0000 2018,0.0,1.0,0.0,Aerial footage shows the turnout at various March for Our Lives across the US today https://t.co/50KflY3S4X https://t.co/MVxCufnaIQ,24,@CNN
-0.2263,Sat Mar 24 22:01:07 +0000 2018,0.184,0.711,0.105,"""When politicians send their thoughts and prayers with no action, we say 'no more,'"" says Parkland survivor David H… https://t.co/njlvsdWpd6",25,@CNN
-0.2732,Sat Mar 24 21:45:10 +0000 2018,0.174,0.826,0.0,This Parkland shooting victim would have turned 18 today https://t.co/8Q3uetdopL https://t.co/arLlrW0Thl,26,@CNN
-0.3862,Sat Mar 24 21:30:14 +0000 2018,0.302,0.44,0.258,"""One of my best friends was killed in gun violence right around here, so it's important to me,"" says Paul McCartney… https://t.co/JJd58rPbiJ",27,@CNN
-0.3182,Sat Mar 24 21:15:05 +0000 2018,0.119,0.881,0.0,"This marcher is only 6. But as her sign says, so were the Sandy Hook victims. https://t.co/zKUpta5M60 https://t.co/yP4kxLeTjf",28,@CNN
0.0,Sat Mar 24 21:02:06 +0000 2018,0.0,1.0,0.0,Those who couldn't attend the March for Our Lives — for health reasons or otherwise — found alternative ways to cal… https://t.co/3sdZyPtiFj,29,@CNN
-0.3412,Sat Mar 24 20:55:29 +0000 2018,0.099,0.901,0.0,"""We cannot make America safe until we arm our teachers. ... with pencils, paper and the money they need. ... to sup… https://t.co/VtPhBU4IZ8",30,@CNN
-0.4404,Sat Mar 24 20:36:11 +0000 2018,0.17,0.83,0.0,Demonstrators have gathered in Washington DC and across the US to demand stricter gun laws. Follow along for live u… https://t.co/SCzfyryyAZ,31,@CNN
-0.7096,Sat Mar 24 20:29:01 +0000 2018,0.247,0.753,0.0,"When a gunman killed 26 at her school, Lauren Milgram, then just 6, hid in a bathroom. Now, the 12-year-old marched… https://t.co/3FKM9sWYq8",32,@CNN
0.3612,Sat Mar 24 20:22:07 +0000 2018,0.0,0.898,0.102,"""I feel like I'm closer to being an adult than I should be at my age. I should be hanging out with my girlfriends,… https://t.co/HfoSzBM89B",33,@CNN
0.0,Sat Mar 24 20:14:03 +0000 2018,0.0,1.0,0.0,Here's what the NRA had to say today about the March for Our Lives https://t.co/QLvGtGOar9 https://t.co/TMGtJd15hK,34,@CNN
0.3612,Sat Mar 24 20:07:03 +0000 2018,0.0,0.762,0.238,The Parkland kids keep checking their privilege https://t.co/uyUQ1yGJHo https://t.co/u6vVVHKwW1,35,@CNN
0.3612,Sat Mar 24 20:04:13 +0000 2018,0.0,0.894,0.106,This Parkland survivor threw up on stage and then finished her speech at the March for Our Lives rally in Washingto… https://t.co/0n4W9blvUI,36,@CNN
0.3612,Sat Mar 24 20:04:09 +0000 2018,0.0,0.884,0.116,Parkland school shooting survivor Emma Gonzalez stood on stage for 6 minutes and 20 seconds — the time it took the… https://t.co/53EVcEL3v7,37,@CNN
0.0,Sat Mar 24 19:50:43 +0000 2018,0.0,1.0,0.0,"Samantha Fuentes, who was wounded in the mass shooting at Marjory Stoneman Douglas High School, asks the crowd to j… https://t.co/0DfmSFip9b",38,@CNN
-0.7579,Sat Mar 24 19:40:04 +0000 2018,0.394,0.606,0.0,These grandmothers in Texas have had enough of gun violence https://t.co/6u7JSeRtFn https://t.co/FiwF9BvIsS,39,@CNN
-0.3182,Sat Mar 24 19:33:03 +0000 2018,0.099,0.901,0.0,This 6-year-old is marching in London today carrying a sign with the names of the victims of the 2012 Sandy Hook ma… https://t.co/JzyXgOHDkT,40,@CNN
-0.34,Sat Mar 24 19:26:03 +0000 2018,0.13,0.87,0.0,These politicians have weighed in on March for Our Lives rallies calling for stricter gun control… https://t.co/WDopvkFLH0,41,@CNN
0.0258,Sat Mar 24 19:19:00 +0000 2018,0.105,0.786,0.109,"At the March for Our Lives rally in Washington, Florida school survivor Emma Gonzalez weeps quietly for the majorit… https://t.co/eYtm2kTleE",42,@CNN
0.0,Sat Mar 24 19:12:03 +0000 2018,0.0,1.0,0.0,"There's a large sign outside the capitol in Minnesota that says ""ENOUGH"" — one of the catchwords for those rallying… https://t.co/a0L6fBY1aM",43,@CNN
0.25,Sat Mar 24 19:05:19 +0000 2018,0.0,0.905,0.095,"""I have a dream that enough is enough. And that this should be a gun-free world. Period."" - Martin Luther King Jr.'… https://t.co/ZCbCc1csZM",44,@CNN
0.3612,Sat Mar 24 18:58:44 +0000 2018,0.0,0.878,0.122,"""Stand for us or beware — the voters are coming."" Florida school shooting survivor Cameron Kasky gives an impassion… https://t.co/3LClliCYd1",45,@CNN
0.0,Sat Mar 24 18:51:07 +0000 2018,0.0,1.0,0.0,"""Keep at it. You're leading us forward. Nothing can stand in the way of millions of voices calling for change."" For… https://t.co/NFiRsDTQhG",46,@CNN
0.0,Sat Mar 24 18:44:06 +0000 2018,0.0,1.0,0.0,Here's why some of the March for Our Lives demonstrators are wearing $1.05 price tags https://t.co/iMH5IYTu2Z https://t.co/aJFIQsY2Gq,47,@CNN
-0.34,Sat Mar 24 18:38:04 +0000 2018,0.146,0.854,0.0,Here's what US lawmakers have done about gun control since the Parkland shooting https://t.co/lgxaZnrmO6 https://t.co/YaqSErD1e9,48,@CNN
0.0,Sat Mar 24 18:33:13 +0000 2018,0.0,1.0,0.0,"11-year-old Naomi Wadler says she speaks at Washington DC rally to ""represent the African-American girls whose stor… https://t.co/V4quaN3SJU",49,@CNN
0.5267,Sat Mar 24 18:27:11 +0000 2018,0.0,0.841,0.159,"Alex Wind, a student at Marjory Stoneman Douglas High School, gives a passionate speech at the March for Our Lives… https://t.co/fzvj8i3Twn",50,@CNN
-0.3862,Sat Mar 24 18:19:23 +0000 2018,0.302,0.44,0.258,"""One of my best friends was killed in gun violence right around here, so it's important to me,"" says Paul McCartney… https://t.co/KIadLzcfFn",51,@CNN
0.296,Sat Mar 24 18:12:27 +0000 2018,0.0,0.905,0.095,"Are you a student taking part in today's March for Our Lives? Share your photos with CNN, along with your name, age… https://t.co/kihpHSkqPb",52,@CNN
0.25,Sat Mar 24 18:04:39 +0000 2018,0.0,0.9,0.1,"Martin Luther King Jr.'s granddaughter addresses March for Our Lives in Washington, DC: ""I have a dream that enough… https://t.co/PyLJSuNE9C",53,@CNN
0.0,Sat Mar 24 17:56:51 +0000 2018,0.0,1.0,0.0,Aerial footage shows the turnout at various March for Our Lives across the US today https://t.co/sPJ25LfDKd https://t.co/E230ciayf0,54,@CNN
-0.2263,Sat Mar 24 17:48:52 +0000 2018,0.184,0.711,0.105,"""When politicians send their thoughts and prayers with no action, we say 'no more,'"" says Parkland survivor David H… https://t.co/7pjri4JObf",55,@CNN
0.7506,Sat Mar 24 17:36:16 +0000 2018,0.0,0.714,0.286,"""We applaud the many courageous young Americans exercising their First Amendment rights today."" Read the White Hous… https://t.co/oVbFIrHC1L",56,@CNN
-0.2732,Sat Mar 24 17:13:44 +0000 2018,0.174,0.826,0.0,This Parkland shooting victim would have turned 18 today https://t.co/NXcoNTIbHW https://t.co/ZUH7IN9K1q,57,@CNN
-0.34,Sat Mar 24 17:05:21 +0000 2018,0.094,0.906,0.0,"RT @CNNPolitics: Parkland student Alex Wind calls for politicians who oppose gun control to be voted out of office: ""None of the millions o…",58,@CNN
