Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
0.0,Sat Mar 24 20:15:00 +0000 2018,0.0,1.0,0.0,".@TheOfficerTatum: ""The flag means everything. The reason I’m able to come on TV, the reason I’m able to exist, the… https://t.co/Cbh0lh7qxs",92,@FoxNews
-0.1027,Sat Mar 24 20:11:42 +0000 2018,0.119,0.794,0.087,.@JoeBiden is backing off his tough talk against President @realDonaldTrump.  https://t.co/7QZa211h3b https://t.co/aDqIElXevz,93,@FoxNews
0.0,Sat Mar 24 20:08:00 +0000 2018,0.237,0.556,0.208,"Spencer Brown: ""We see time and again that often the best way to stop a bad guy with a gun is a good guy with a gun… https://t.co/YvisI95OfR",94,@FoxNews
0.0,Sat Mar 24 20:07:20 +0000 2018,0.0,1.0,0.0,Hundreds of thousands gather nationwide to participate in #MarchForOurLives rallies; @pdoocy reports from Washingto… https://t.co/hjAHc632RB,95,@FoxNews
0.765,Sat Mar 24 20:00:02 +0000 2018,0.0,0.664,0.336,".@DarrellIssa: ""How do Republicans win? They win by not only embracing @POTUS but helping him go further."" https://t.co/k8gp2EaeYA",96,@FoxNews
0.0,Sat Mar 24 19:58:02 +0000 2018,0.0,1.0,0.0,".@davidhogg111: ""Let's put the USA over the @NRA."" #MarchForOurLives https://t.co/2Llc6rXo2P https://t.co/2NKjXTHafx",97,@FoxNews
0.0,Sat Mar 24 19:57:43 +0000 2018,0.0,1.0,0.0,RT @EricShawnTV: I anchor @FoxNews starting at 5 pm EDT: @AmbJohnBolton in the #WhiteHouse. What advice will he give @POTUS @realDonaldTrum…,98,@FoxNews
-0.5267,Sat Mar 24 19:56:43 +0000 2018,0.206,0.794,0.0,"Wisconsin dad sentenced to 60 years in prison for attempting to sell daughter, 4, for sex on Craigslist https://t.co/OqeVk55hhv",99,@FoxNews
0.3182,Sun Mar 25 04:51:02 +0000 2018,0.0,0.859,0.141,"40% of Americans were obese in 2015 and 2016, a sharp increase from a decade earlier https://t.co/Rsql03shu8",0,@NYTimes
0.5106,Sun Mar 25 04:35:34 +0000 2018,0.131,0.618,0.251,"France is celebrating the memory and the courage of Arnaud Beltrame, a 44-year-old police officer who died of his w… https://t.co/RXCLm92WzK",1,@NYTimes
0.0,Sun Mar 25 04:18:26 +0000 2018,0.0,1.0,0.0,The Saturday Profile: Shining a Cleansing Light on China’s Dark Secrets https://t.co/lUO49suD7U,2,@NYTimes
0.0,Sun Mar 25 04:13:10 +0000 2018,0.0,1.0,0.0,Emma González spoke for just under 2 minutes. Then she was silent for 4 minutes and 26 seconds. https://t.co/c0XOh6iP0s,3,@NYTimes
0.0,Sun Mar 25 03:58:13 +0000 2018,0.0,1.0,0.0,Ruth Wakefield took an ice pick to a chocolate bar and invented an instant classic: the chocolate chip cookie https://t.co/Heiwepqtvm,4,@NYTimes
0.0,Sun Mar 25 03:41:04 +0000 2018,0.0,1.0,0.0,"RT @mattfleg: “At first I thought I wanted to be a journalist,"" Stormy told us. Didn't break that way. How Stephanie Gregory became Stormy…",5,@NYTimes
-0.2263,Sun Mar 25 03:26:28 +0000 2018,0.174,0.826,0.0,Photos from the #MarchForOurLives protests around the world https://t.co/FlH4sFfhhY https://t.co/VE5r9usSCa,6,@NYTimes
-0.1779,Sun Mar 25 03:19:06 +0000 2018,0.075,0.925,0.0,"RT @nytimesworld: ""Some noise or incident would remind me of what happened and I would begin shaking all over. People thought I looked cold…",7,@NYTimes
0.0,Sun Mar 25 03:05:52 +0000 2018,0.0,1.0,0.0,"Put Ziggy Stardust in your living room, and zoom around his glammest looks https://t.co/X4lMkeJ8g7 https://t.co/XtbhAulQvj",8,@NYTimes
0.0,Sun Mar 25 02:55:31 +0000 2018,0.0,1.0,0.0,"""I am here today to acknowledge and represent the African-American girls whose stories don't make the front page of… https://t.co/8ebVDCSlJa",9,@NYTimes
0.8176,Sun Mar 25 02:42:05 +0000 2018,0.0,0.702,0.298,"Before her head hits the pillow, Sister Jean has one last obligation: As always, she thanks God for the peace in he… https://t.co/cjVwGoMimf",10,@NYTimes
0.5859,Sun Mar 25 02:32:19 +0000 2018,0.0,0.769,0.231,Just 2 female northern white rhinos remain. But scientists are hoping to resurrect the population with advanced ste… https://t.co/gk7mEVrhER,11,@NYTimes
-0.8176,Sun Mar 25 02:27:34 +0000 2018,0.347,0.653,0.0,Speaker after speaker at the Chicago protest against gun violence mentioned relatives or classmates who had been wo… https://t.co/bPQOXszfvY,12,@NYTimes
0.2023,Sun Mar 25 02:12:38 +0000 2018,0.0,0.833,0.167,A Top Candidate for New York Fed’s Leader: San Francisco’s https://t.co/UdjKhz3q8s,13,@NYTimes
0.0,Sun Mar 25 02:05:07 +0000 2018,0.0,1.0,0.0,"RT @NYTSports: Loyola-Chicago is in the Final Four. The captivating underdog of the NCAA tournament, 11th-seeded Loyola rolled over ninth-s…",14,@NYTimes
-0.7579,Sun Mar 25 01:55:00 +0000 2018,0.371,0.629,0.0,"At Rallies, Students With a Different View of Gun Violence: As Urban Reality https://t.co/TTiUxRyQfu",15,@NYTimes
-0.6124,Sun Mar 25 01:43:10 +0000 2018,0.227,0.773,0.0,Native American women are running for office in record numbers. Some are fighting pipelines. Others are fighting en… https://t.co/4AXNNJKsqM,16,@NYTimes
-0.5789,Sun Mar 25 01:32:01 +0000 2018,0.232,0.768,0.0,"Hundreds of thousands of people marched in cities to protest gun violence, but they were not the only ones to demon… https://t.co/zn3nGpyO0D",17,@NYTimes
0.0,Sun Mar 25 01:24:20 +0000 2018,0.0,1.0,0.0,Is Facebook too big to quit? Here are answers to some #DeleteFacebook questions. https://t.co/Mw43uhKFIi,18,@NYTimes
0.0,Sun Mar 25 01:14:18 +0000 2018,0.0,1.0,0.0,"They juggle homework with activism. They wince at loud noises. Sometimes, they sleep.

On Saturday, hundreds of stu… https://t.co/jVB7dm2m22",19,@NYTimes
0.0,Sun Mar 25 01:07:30 +0000 2018,0.0,1.0,0.0,"Michel Temer, Brazil’s Deeply Unpopular President, Signals Run for a New Term https://t.co/3WX8XR74W4",20,@NYTimes
0.3612,Sun Mar 25 01:01:29 +0000 2018,0.0,0.898,0.102,"Roxanne Shanté paved the way for female rappers like Foxy Brown, Lil' Kim and Cardi B. And now, her story is being… https://t.co/f3IIAWB6hy",21,@NYTimes
0.3182,Sun Mar 25 00:45:09 +0000 2018,0.0,0.881,0.119,"Nella Larsen published her first novel ""Quicksand"" about mixed-raced identity in 1928. It was widely and positively… https://t.co/xfVZixjAFc",22,@NYTimes
0.0,Sun Mar 25 00:24:34 +0000 2018,0.0,1.0,0.0,Loyola-Chicago Is in the Final Four After a Rout of Kansas State https://t.co/ccjB7XlK1P,23,@NYTimes
0.2975,Sun Mar 25 00:19:42 +0000 2018,0.0,0.909,0.091,"Vivica A. Fox: ""I’m a woman now in my 50s, and I’m kind of like a phoenix. Whenever they count me out, I always hav… https://t.co/kwlJ6lhN9H",24,@NYTimes
0.0,Sun Mar 25 00:01:52 +0000 2018,0.0,1.0,0.0,Demonstrators Who Brought Guns and an Opposing Message https://t.co/uyjdwQBO7j,25,@NYTimes
0.0,Sat Mar 24 23:51:24 +0000 2018,0.0,1.0,0.0,"Why did this man kayak across the Atlantic Ocean 3 times?
 https://t.co/k6Un2uC2rq",26,@NYTimes
-0.0258,Sat Mar 24 23:34:38 +0000 2018,0.153,0.701,0.146,‘Done Hiding’: Students Lead Huge Rallies for Gun Control Across the U.S. https://t.co/FN6yU1G5CO,27,@NYTimes
-0.296,Sat Mar 24 23:19:43 +0000 2018,0.216,0.784,0.0,Opinion: Stop Asking About My Kid’s College Plans https://t.co/fvcCOifNMm,28,@NYTimes
0.0,Sat Mar 24 23:03:25 +0000 2018,0.0,1.0,0.0,Review: ‘Trust’ Is Flashy but Ephemeral https://t.co/9jpCgqoesA,29,@NYTimes
0.0,Sat Mar 24 22:52:06 +0000 2018,0.0,1.0,0.0,"For Parkland Students, a Surreal Journey From ‘Normal’ to a Worldwide March https://t.co/LHAkPTdePS",30,@NYTimes
0.0,Sat Mar 24 22:37:11 +0000 2018,0.169,0.663,0.169,Drilling in ‘Australia’s Galápagos’ Raises Hopes of Jobs and Fears of Spill https://t.co/0srPvP3wRo,31,@NYTimes
0.2023,Sat Mar 24 22:32:12 +0000 2018,0.175,0.583,0.242,4 easy ways to cut down your sugar intake https://t.co/diMb2EhNnJ,32,@NYTimes
0.0,Sat Mar 24 22:15:06 +0000 2018,0.0,1.0,0.0,"At the march in Washington, survivors of mass shootings, including the one in Florida, rallied a whooping crowd and… https://t.co/nupqHWoYm1",33,@NYTimes
0.0516,Sat Mar 24 22:00:11 +0000 2018,0.122,0.748,0.129,"Gary Lincoff, who spread his joy of mushrooms, has died at 75. He led hunts as far afield as Siberia and found more… https://t.co/txArwxKNII",34,@NYTimes
-0.3724,Sat Mar 24 21:45:08 +0000 2018,0.138,0.862,0.0,"Rahysa Vargas was introduced to her husband, Christopher Cheng, in September 2006. She was not impressed. https://t.co/Lnq80b4k2Q",35,@NYTimes
-0.4588,Sat Mar 24 21:30:12 +0000 2018,0.158,0.842,0.0,"A federal appeals court, rejecting the position of the Trump administration, ruled that transgender people are prot… https://t.co/0t6xg2byxo",36,@NYTimes
-0.34,Sat Mar 24 21:22:04 +0000 2018,0.134,0.746,0.119,"RT @jillburkealaska: The student activists are fired up, well spoken and getting to the heart of the matter. Here, Hannah Goodrum, 17, minc…",37,@NYTimes
0.3182,Sat Mar 24 21:15:05 +0000 2018,0.105,0.778,0.117,"“To the leaders, skeptics and cynics who told us to sit down and stay silent: Wait your turn. Welcome to the revolu… https://t.co/6j0pyagHvM",38,@NYTimes
0.0,Sat Mar 24 21:07:01 +0000 2018,0.0,1.0,0.0,RT @anniecorreal: Third graders from the East Village Community School at the March for our Lives in New York. @NYTNational https://t.co/X6…,39,@NYTimes
0.5859,Sat Mar 24 21:00:09 +0000 2018,0.0,0.703,0.297,A dying Southern town needed a miracle. Marijuana came calling. https://t.co/GcqjQk12C3 https://t.co/750OByBFjp,40,@NYTimes
0.0,Sat Mar 24 20:52:04 +0000 2018,0.0,1.0,0.0,"RT @jessbidgood: A pro-gun sign in a deli window, near the Capitol in Montpelier: https://t.co/Hty7luTBgt",41,@NYTimes
0.5719,Sat Mar 24 20:45:02 +0000 2018,0.0,0.812,0.188,Nella Larsen was a celebrated writer during the Harlem Renaissance and the first African-American woman to receive… https://t.co/yuNsbV3TUe,42,@NYTimes
-0.8126,Sat Mar 24 20:37:02 +0000 2018,0.307,0.693,0.0,RT @rfremson: Thousands demonstrate against gun violence in Seattle during one of hundreds of March for Our Lives protests across the count…,43,@NYTimes
0.4404,Sat Mar 24 20:31:22 +0000 2018,0.0,0.873,0.127,"To many in the capital, Stephanie Clifford, better known as Stormy Daniels, has become an unexpected force. It is s… https://t.co/OTnDTzCMju",44,@NYTimes
0.0,Sat Mar 24 20:15:05 +0000 2018,0.0,1.0,0.0,"In @NYTOpinion 

Siva Vaidhyanathan writes, ""Quitting Facebook lets Google and Twitter off the hook"" https://t.co/7WJUri1xOF",45,@NYTimes
-0.4215,Sat Mar 24 20:04:07 +0000 2018,0.167,0.833,0.0,"RT @nytopinion: For skeptics who think that gun laws don’t make a difference, consider what happened in two states, Missouri and Connecticu…",46,@NYTimes
-0.7964,Sat Mar 24 20:04:00 +0000 2018,0.303,0.614,0.083,"One Houston suburb devastated by Harvey is sure to flood again, yet speculators are making a killing buying and res… https://t.co/jBsyP4ndXC",47,@NYTimes
0.0,Sat Mar 24 19:46:57 +0000 2018,0.0,1.0,0.0,RT @jessbidgood: Bernie Sanders makes his way through the crowd in Montpelier. He did not give a speech. #marchforourlives https://t.co/Hb3…,48,@NYTimes
0.0,Sat Mar 24 19:40:24 +0000 2018,0.0,1.0,0.0,"Anchorage
Berlin
Boston
Chicago
Dahlonega
LA
Montpelier
New York
Parkland
Rome
Salt Lake City
Seattle
Tokyo
Washing… https://t.co/Jvyg0nWwJe",49,@NYTimes
-0.3182,Sat Mar 24 19:30:03 +0000 2018,0.091,0.909,0.0,"RT @EmilyJBaum: Parkland student Gabriel Motta was in front of MSD when the shooting began. In @nytimes interview by Capitol: ""I lost two c…",50,@NYTimes
-0.5859,Sat Mar 24 19:10:05 +0000 2018,0.163,0.741,0.096,"""I want the world to know about Afghanistan, about how they are killing my people. I also want them to know that I… https://t.co/dFLU5TBgmz",51,@NYTimes
-0.1531,Sat Mar 24 19:00:01 +0000 2018,0.071,0.929,0.0,We spoke to survivors of mass shootings and others affected by them. They say the students in Parkland have given t… https://t.co/u8jN65GOTn,52,@NYTimes
-0.2263,Sat Mar 24 18:50:15 +0000 2018,0.174,0.826,0.0,Photos from the #MarchForOurLives protests around the world https://t.co/FlH4sFfhhY https://t.co/wOnW0db6Ql,53,@NYTimes
-0.5267,Sat Mar 24 18:40:00 +0000 2018,0.159,0.841,0.0,"A timeline of regulators, on both sides of the Atlantic, cracking down on Facebook and Google for privacy violations https://t.co/Cg9RtF9wmn",54,@NYTimes
0.5106,Sat Mar 24 18:30:14 +0000 2018,0.0,0.852,0.148,"Internet companies were built on a model in which people gave up their information for free services. Now, that ide… https://t.co/94vc2puWql",55,@NYTimes
0.0,Sat Mar 24 18:22:05 +0000 2018,0.0,1.0,0.0,"RT @stavernise: Ajani Colson, 15, from Bennettsville AME Zion Church in Norwood, NC, and his mother Twanna Colson, who rented a van and lef…",56,@NYTimes
0.0,Sat Mar 24 18:15:17 +0000 2018,0.0,1.0,0.0,"Our reporters are across the country covering the #MarchForOurLives and counterprotests
https://t.co/W2gOQJJN53",57,@NYTimes
0.34,Sat Mar 24 18:00:12 +0000 2018,0.0,0.882,0.118,Here's how politicians from both sides of the aisle reacted to John Bolton's appointment as national security advis… https://t.co/zKC8D8OU6a,58,@NYTimes
0.6369,Sat Mar 24 17:52:03 +0000 2018,0.0,0.816,0.184,"RT @jdelreal: Marchers are a’marching now, on their way to city hall. True to LA itself, this is an extremely diverse crowd. Gay Pride flag…",59,@NYTimes
-0.34,Sat Mar 24 17:45:04 +0000 2018,0.107,0.893,0.0,"Ke’Shon Newman’s brother was shot 9 times in Chicago’s South Side. Now, he’s headed to D.C. to march against gun vi… https://t.co/m9zDQ2id1S",60,@NYTimes
0.5106,Sat Mar 24 17:37:01 +0000 2018,0.0,0.864,0.136,"RT @noahweiland: With the indomitable José Andrés, who’s feeding marchers thousands of free ham sandwiches, apples and cups of coffee. He i…",61,@NYTimes
0.2023,Sat Mar 24 17:30:02 +0000 2018,0.098,0.769,0.132,"The 2 coaches — also old friends who once earned, and then lost, Big Ten jobs — reveled together in their midmajor… https://t.co/qggnlE6mPt",62,@NYTimes
-0.7351,Sat Mar 24 17:20:04 +0000 2018,0.191,0.809,0.0,"RT @jessbidgood: Lindsay Putnam, in Montpelier, Vt., uses guns to hunt deer and woodchucks that get into her yard, but calls assault weapon…",63,@NYTimes
-0.5209,Sat Mar 24 17:10:02 +0000 2018,0.15,0.85,0.0,"In some of the world’s most extreme and dangerous environments, one woman hunts for organisms that live in conditio… https://t.co/OpHPd6pty6",64,@NYTimes
0.0,Sat Mar 24 16:55:03 +0000 2018,0.0,1.0,0.0,RT @ESCochrane: March for Our Lives rally is beginning in Washington. Recurring theme from the students I've spoken to? Never again. And th…,65,@NYTimes
0.0,Sat Mar 24 16:45:27 +0000 2018,0.0,1.0,0.0,The only brussels sprouts recipe you need https://t.co/HGrstgKme8,66,@NYTimes
0.2263,Sat Mar 24 16:35:05 +0000 2018,0.0,0.863,0.137,RT @PatriciaMazzei: Students prepared by making signs in a hotel ballroom in Arlington https://t.co/hkJERAU63M,67,@NYTimes
0.0,Sat Mar 24 16:25:17 +0000 2018,0.0,1.0,0.0,Washington is now consumed by a debate over whether Trump’s new team plans to govern as far to the right as it talks https://t.co/wadsGYbGfG,68,@NYTimes
-0.6523,Sat Mar 24 16:15:04 +0000 2018,0.327,0.673,0.0,RT @julieturkewitz: “What can we do to stop mass shootings? SHOOT BACK.” https://t.co/M6y8htX3OM,69,@NYTimes
-0.128,Sat Mar 24 16:06:02 +0000 2018,0.126,0.729,0.146,"Taking the step to buy your first home may feel like a leap — across a canyon. To make matters worse, 2018 presents… https://t.co/Hs8Bcc0s2c",70,@NYTimes
0.0,Sat Mar 24 15:52:01 +0000 2018,0.0,1.0,0.0,The New York Times's @DanBilefsky set out on a road trip around Quebec to rediscover his home province after 3 deca… https://t.co/gO7anjjnFX,71,@NYTimes
0.0,Sat Mar 24 15:41:05 +0000 2018,0.0,1.0,0.0,RT @NYTNational: Our reporters are on the ground covering the #MarchForOurLives across the globe. Follow along @stavernise @PatriciaMazzei…,72,@NYTimes
-0.5994,Sat Mar 24 15:28:42 +0000 2018,0.151,0.849,0.0,"In one of Sweden's gender-free schools, a girl had gotten so loud that she drowned out the boys in the class. The g… https://t.co/mKGGnUEqMc",73,@NYTimes
0.0,Sat Mar 24 15:14:49 +0000 2018,0.0,1.0,0.0,RT @ESCochrane: This is the banner Majorie Stoneman Douglas alumni are signing. There are signatures from alumni who graduated between 1992…,74,@NYTimes
-0.4767,Sat Mar 24 15:00:13 +0000 2018,0.158,0.769,0.073,The U.S. and China are waging a cold war for global dominance in the tech industry. This week's tariffs duel height… https://t.co/49wQHrkS9M,75,@NYTimes
0.0,Sat Mar 24 14:45:08 +0000 2018,0.0,1.0,0.0,"In @NYTOpinion 

Op-Ed Contributor and former Congressman Steve Israel writes, ""You can stage marches and school wa… https://t.co/JEldVFYCNB",76,@NYTimes
0.6249,Sat Mar 24 14:30:10 +0000 2018,0.0,0.661,0.339,"11 great titles expiring from Netflix in April
https://t.co/SlR6Qu0yeR",77,@NYTimes
-0.8176,Sat Mar 24 14:17:01 +0000 2018,0.321,0.679,0.0,Tens of thousands of people will march in Washington and across the world on Saturday to protest gun violence. Foll… https://t.co/QABjJY4K1d,78,@NYTimes
-0.25,Sat Mar 24 14:02:05 +0000 2018,0.1,0.9,0.0,"After 110 days alone at sea, 71-year-old Aleksander Doba finally completed his mission to kayak across the Atlantic… https://t.co/9TSpeIsSW5",79,@NYTimes
0.6249,Sat Mar 24 13:41:03 +0000 2018,0.0,0.814,0.186,"Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously… https://t.co/8muZ68cxiN",80,@NYTimes
-0.6597,Sat Mar 24 13:39:36 +0000 2018,0.286,0.714,0.0,"Julie Yip-Williams, Writer of Candid Blog on Cancer, Dies at 42 https://t.co/fZql3kh5b0",81,@NYTimes
0.7046,Sat Mar 24 13:21:03 +0000 2018,0.0,0.797,0.203,"Stuffed ham is a lot of work, but this traditional dish remains one of America’s most regional, and revered, specia… https://t.co/XMVG8VA4cF",82,@NYTimes
0.0,Sat Mar 24 13:02:04 +0000 2018,0.0,1.0,0.0,"How researchers learned to use Facebook ""likes"" to sway your thinking https://t.co/1b3QvFZtP3",83,@NYTimes
0.3182,Sat Mar 24 12:41:02 +0000 2018,0.0,0.859,0.141,"40% of Americans were obese in 2015 and 2016, a sharp increase from a decade earlier https://t.co/CrSDX5AdYD",84,@NYTimes
0.2023,Sat Mar 24 12:30:26 +0000 2018,0.0,0.859,0.141,The Interpreter: Trump’s Tariffs: Another Retreat From the Postwar World Order https://t.co/kahgW3znqD,85,@NYTimes
-0.34,Sat Mar 24 12:28:05 +0000 2018,0.211,0.789,0.0,"""We can’t fire our way out of this problem."" https://t.co/QWzzRssZYD",86,@NYTimes
-0.34,Sat Mar 24 12:15:04 +0000 2018,0.17,0.728,0.102,Internal documents show Uber’s self-driving car project wasn’t living up to expectations well before a fatal crash… https://t.co/Dyrul5hWhd,87,@NYTimes
-0.1531,Sat Mar 24 12:02:05 +0000 2018,0.071,0.929,0.0,We spoke to survivors of mass shootings and others affected by them. They say the students in Parkland have given t… https://t.co/f7LV6ON84Y,88,@NYTimes
0.4588,Sat Mar 24 11:41:13 +0000 2018,0.0,0.85,0.15,"Welcome to the New 42nd Street Studios, where some of Broadway’s biggest shows — including “Frozen” and “Hamilton”… https://t.co/hozlyi36iC",89,@NYTimes
0.0,Sat Mar 24 11:22:01 +0000 2018,0.0,1.0,0.0,RT @nytopinion: The kids are coming to Washington. https://t.co/CQSgmVW0VU https://t.co/D4Si32zRul,90,@NYTimes
-0.8481,Sat Mar 24 11:02:03 +0000 2018,0.448,0.444,0.107,"“Cancer crushes hope, leaving a wasteland of grief, depression, despair and a sense of unending futility,” Julie Yi… https://t.co/1ew2IgE1q2",91,@NYTimes
0.0,Sat Mar 24 10:35:56 +0000 2018,0.0,1.0,0.0,Wanderlust: Where to Stay (and What to Eat) in Maui’s Upcountry https://t.co/iYTCNBkhRm,92,@NYTimes
0.0,Sat Mar 24 10:26:04 +0000 2018,0.0,1.0,0.0,"RT @nytpolitics: On Washington, from @hillhulse: Harry Reid couldn’t get enough of the Senate floor during nearly two decades in the Democr…",93,@NYTimes
0.0,Sat Mar 24 10:15:24 +0000 2018,0.0,1.0,0.0,Quebec Road Trip: Humans of Quebec: Portraits of Those I Met on My Road Trip https://t.co/pdq7Ea3kS6,94,@NYTimes
0.25,Sat Mar 24 10:11:51 +0000 2018,0.0,0.857,0.143,The Former Khmer Rouge Slave Who Blew the Whistle on Wells Fargo https://t.co/Q9yPtrQ4vC,95,@NYTimes
-0.5106,Sat Mar 24 10:02:01 +0000 2018,0.185,0.815,0.0,Over 800 protests for stricter gun laws are planned for Saturday in the U.S. and in countries around the world https://t.co/B0sfBqlJtS,96,@NYTimes
0.6705,Sat Mar 24 09:42:04 +0000 2018,0.06,0.687,0.253,RT @nytopinion: Cambridge Analytica’s success in helping Donald Trump was premised on building a distribution system tailored to exploit ou…,97,@NYTimes
0.0,Sat Mar 24 09:25:06 +0000 2018,0.0,1.0,0.0,In search of Mars on Earth https://t.co/UmxRNB0v3K,98,@NYTimes
0.0,Sat Mar 24 09:02:52 +0000 2018,0.0,1.0,0.0,"Iraq: 7 minutes
Jordan: 9 minutes
Romania: 12 minutes
Norway: 46 minutes
Afghanistan: 47 minutes
Sweden: 51 minutes
https://t.co/KsOAlrqRH4",99,@NYTimes
